ECG,Trigger
1.1253020948182577,0.0
1.0712918752655014,0.0
0.8619246313606126,0.0
0.7030040532699491,0.0
0.30749219106547937,0.0
0.2055661834403431,0.0
0.18727116853994183,0.0
-0.4247386056794873,0.0
-0.30487596894205543,0.0
-0.05801089410915272,0.0
0.10077804834910922,0.0
-0.30931964220285285,0.0
0.1745254406568906,0.0
0.02279526164489386,0.0
0.11689349735215462,0.0
0.19656416622477005,0.0
0.05886608241145345,0.0
0.23814892474968274,0.0
-0.011448771765144708,0.0
0.06485169679835225,0.0
0.1320661465748651,0.0
0.355051670738053,0.0
0.017048493421592315,0.0
0.50960619306553,0.0
0.004269662209418323,0.0
0.05205608884784263,0.0
0.13541717836395356,0.0
0.2010716776386261,0.0
0.2994567170299435,0.0
0.5307070422698604,0.0
0.10424206569782692,0.0
0.15569616710734713,0.0
0.23759507245987238,0.0
0.09686981971624575,0.0
0.2672258281094218,0.0
0.5412750382173177,0.0
0.1127092413939198,0.0
0.31712503144457127,0.0
0.29298694989357144,0.0
0.27481312222906,0.0
0.2746753435272963,0.0
0.44841391909050554,0.0
0.33365094102059734,0.0
0.46382192066886974,0.0
0.2842123313103019,0.0
0.4488426561977734,0.0
0.28746863284027013,0.0
0.4447272233651335,0.0
0.001873857822476177,0.0
0.26230774627321984,0.0
0.5032502061276778,0.0
0.28896756149960545,0.0
0.3230979055477943,0.0
0.618403312968008,0.0
0.47341395304359746,0.0
0.6613186347898807,0.0
0.2672513545914356,0.0
0.5244896642705774,0.0
0.35535797139917924,0.0
0.3892526443302984,0.0
-0.19068078224842644,0.0
0.05517317893798354,0.0
0.22872767260616142,0.0
0.1969084616255165,0.0
0.36730611540591407,0.0
0.16235601573788355,0.0
0.3744995849116741,0.0
0.10123883090791796,0.0
0.6230021076437082,0.0
0.35002717061931493,0.0
0.4743705556823866,0.0
0.2801221732687674,0.0
0.24823969752618583,0.0
-0.14914989491004155,0.0
0.2854421683845467,0.0
0.1854772536449139,0.0
0.489715171049941,0.0
0.049234989089243064,0.0
0.2507843805888942,0.0
0.21761092010959196,0.0
0.16728888165678124,0.0
0.17181424489338748,0.0
0.15833362903516246,0.0
0.22660601844447006,0.0
0.10386172829532606,0.0
0.13166192717657613,0.0
-0.020808069412552255,0.0
0.33141530378445516,0.0
0.24193164357492622,0.0
0.5348855418206222,0.0
0.40543346024207433,0.0
0.40359111111906193,0.0
0.36426611935827896,0.0
0.6215387756769764,0.0
-0.07297978257880128,0.0
0.04495135463022856,0.0
0.3688952335669762,0.0
0.4303158530541053,0.0
0.29255503045893516,0.0
0.6209845613636562,0.0
0.4121919738376988,0.0
0.048683560584004804,0.0
0.40739921714713445,0.0
0.15870575120872452,0.0
0.02605607767234505,0.0
0.5014649560169335,0.0
0.45164456515515977,0.0
0.30548410422052197,0.0
0.5753371892752578,0.0
0.3365650997547709,0.0
0.24327422356671108,0.0
0.30055782139402726,0.0
0.40951360741502363,0.0
0.4613588089592969,0.0
-0.01687487987262498,0.0
0.43411963979460155,0.0
0.13472759043674332,0.0
0.6221609825887272,0.0
0.7010534031944837,0.0
0.41942040471282344,0.0
1.1354035978259023,0.0
0.4617614941986723,0.0
0.2868745139034439,0.0
0.3255853541150565,0.0
0.3347087039901099,0.0
0.4638030111876763,0.0
0.34735378496447655,0.0
0.19134105665794482,0.0
0.16945215791401674,0.0
0.05223915390838074,0.0
0.07536323381597437,0.0
0.16110811797319294,0.0
-0.02175487124432547,0.0
-0.06572972416668627,0.0
0.06987993555589399,0.0
-0.2225335589180398,0.0
0.1920736599121613,0.0
-0.14914544979788033,0.0
0.1716598893601233,0.0
0.3364230857653724,0.0
0.2896423653772032,0.0
0.18351772012329026,0.0
0.06390458611239488,0.0
-0.25190404623139717,0.0
-0.235237050400244,0.0
-0.4926126852573628,0.0
-0.0949220449826704,0.0
0.03393964795116984,0.0
0.04102048987685981,0.0
0.06516618784577344,0.0
0.513535943703688,0.0
0.875356070512179,0.0
0.7237638500023046,0.0
0.8177373282440664,0.0
1.0733670190105964,0.0
0.8389222413368509,0.0
0.1846661489621952,0.0
0.2989224244694414,0.0
-0.02407109373662685,0.0
-0.4518245628319363,0.0
-0.20405056344335964,0.0
-0.2834046120289409,0.0
-0.42399482335074934,0.0
-0.21053903078772593,0.0
-0.07047716382631423,0.0
