"rt","confidence"
1.21217161889628,0.0339689907843899
4.32271167277605,0.0133618425444166
4.20425589803498,0.0277120670967821
2.6293734199221,0.0373985846781876
5.28929681188136,0.0142594498373475
3.18042965397989,0.0399132300018376
2.89715883769786,0.0592255575567521
1.59143111784473,2.20490556008326e-05
1.02963422861033,0.0306380891812514
1.21791811022923,0.115590313500968
1.59922834389713,0.11696304921135
1.93695903802907,0.00831437745225775
0.937513869551208,0.0629628386958178
3.32998321463554,0.0510208048842337
2.92808299801308,0.106153373518201
3.51076011482431,0.00379270531000619
3.25904206234852,0.00625102882868947
2.10684079493924,0.0638332247312836
0.176011893838721,0.0318908719994931
2.77561447187649,0.169883145259637
3.83023353449918,0.000869342060029167
1.14219801107493,0.130916378810427
1.38095057601604,0.237071901021888
1.68054998633014,0.0363617922171382
1.85727753116911,0.182408251315401
1.18696174372203,0.288633005159516
0.526616954300751,0.000989598758732057
3.64922219255288,0.339848428971445
1.43869711314589,0.163575601760243
3.85818475476619,0.00355756737614303
3.22490279970133,0.0488271056818929
1.77409550227884,0.119648870888706
1.41092009664041,0.155912219362111
2.86470912442767,0.045717039498732
1.14454845729997,0.153257694203291
0.399831790592729,0.0418642959559616
3.23453039899601,0.0673275284858308
1.84427388094203,0.0062760684398494
2.39408234015033,0.355325201976233
1.50273814094329,0.0100932372544693
2.51150675497432,0.0500697207811493
0.721704643376173,0.109000190589612
2.3693959216401,0.337910413647839
2.96988424311751,0.20790359050609
1.76332321979031,0.0178457873106438
2.88685033735249,0.321556291102465
1.81356388403816,0.208203794207487
1.98440983519959,0.176211447471041
3.09437385790896,0.0375458541189749
2.03979706294744,0.23064464741703
1.08696671321052,0.022570177139417
0.492332881120459,0.0102338120425405
4.60957032468671,0.00503132073270177
2.22260459579649,0.153791494818796
6.25259725754468,0.0290884706031793
2.72899935282614,0.00539193150180775
1.12199011252665,0.248278120883187
1.83502021846126,0.0366452334064749
0.619993818686727,0.185151480597567
2.20849113764037,0.0399052173943632
1.83693774192574,0.169934948649047
2.10651616697921,0.076139519406244
1.25317521909643,0.151026745801991
4.16672244695534,0.0602322720449834
3.24102484001992,0.210386310276467
1.70160480108969,0.139584833367658
2.92815977231349,0.0339568253321805
2.49857691799012,0.421453533331852
