"rt","confidence"
0.646926047217561,0.356999051149169
0.883288375914433,0.256298146839576
1.58713699536761,0.029008444691217
4.32833589672124,0.00142646442395212
0.852466050317776,0.0774734710606524
1.68787141026354,0.0929203410911157
0.651691189272803,0.120314801455713
1.67391581046522,0.0777525730877193
3.38030303288666,0.0351383896921883
0.678737298402653,0.276177532585193
1.43894414122293,0.105878801853048
0.474534783566855,0.161795633367475
1.98620555574687,0.00313650435861669
2.80562782759573,0.0870477168691452
2.87532919843642,0.2572359511684
3.83660685008441,0.101666197679693
2.49047982916346,0.292443895932422
2.67077089392477,0.28658350161898
1.1620925098346,0.166136502298093
4.89448339398349,0.00374457016565325
1.15246783877779,0.162604410560718
0.637358174133468,0.216849021978294
0.570041507918974,0.180126244858461
5.44044035909798,0.39530528726277
3.36097675675584,0.156368152377245
3.85869357035226,0.0332218668648007
2.89180836063981,0.00037332843756106
4.77604518878059,0.0403987617936519
0.964888851964371,0.0799677581602461
0.678207064147426,0.120662405712347
0.162099379705302,0.0303580353211419
0.992933330624313,0.00902978893103456
1.02624619982153,0.373611488691559
0.989274083198429,0.0225385773361346
1.91711898240015,0.257322339953418
1.36681518195675,0.281373725652835
1.73872684697196,0.0201900561145651
3.01284994013062,0.192443660460502
0.862720441005864,0.358499557940152
0.972130545961994,0.107991351833656
2.56447321809087,0.0251033182981761
1.36525281946964,0.23380635398831
0.351424064782233,3.13235878295548e-05
0.430931158035229,0.0490385751336417
3.19290183675728,0.0371886085519016
0.130981581795792,0.0299249942155675
0.713544961994176,0.122975811284451
0.580701636653801,0.0103581719014091
1.1532477448521,0.0840661254319608
1.30591317666456,0.199550318089169
1.26044678215289,0.0868563970477896
3.4735492787248,0.0526931495713327
2.31614152995121,0.00183489431686907
1.98888198786531,0.215974437448784
2.20134599082563,0.0218418838826971
1.86765646558106,0.00323141969964968
0.274319278721014,0.156073366982669
1.74063617982603,0.286925946099819
0.889819298006003,0.0035523349884751
1.02893816829215,0.0245067524255396
2.93268851356624,0.115848010349648
1.47064962131748,0.00091045085899924
5.14037321167377,0.00351155734399526
3.81366782383932,0.0995383054288435
0.131590195141657,0.0621340900147838
1.4086333199161,0.00657643645353916
0.295967856134551,0.000105299735829701
